# Generated by build_pictures.py. Columns: polish <TAB> english <TAB> photo search phrase (empty: no picture).
roztropność	prudence	
przezorność	forethought	
zapobiegliwość	providence	
determinacja	determination	
konsekwencja w działaniu	consistency in action	
wytrwałość	persistence	
zawziętość	bitterness	
zuchwałość	audacity	
bezczelność	insolence	
arogancja	arrogance	
pycha	hubris	
próżność	vanity	
pokora	humility	
skromność	modesty	
wyrozumiałość	indulgence	
pobłażliwość	leniency	
surowość	severity	
bezstronność	impartiality	
stronniczość	bias	
uprzedzenie	prejudice	
tolerancja	tolerance	
nietolerancja	intolerance	
obłuda	hypocrisy	
szczerość	sincerity	
zawiść	envy	
wyrzuty sumienia	remorse	
ukojenie	solace	
udręka	torment	
przygnębienie	depression	
euforia	euphoria	
niepokój	unease	
lęk	bow	nervous person stage
przerażenie	terror	frightened face
zdumienie	amazement	surprised face
osłupienie	stupor	stunned person
zażenowanie	embarrassment	embarrassed face
nadmienić	to mention	
przytoczyć	to quote	teacher quoting text
powołać się	to refer	
uzasadnić	to justify	
sprecyzować	to specify	
sformułować	to formulate	
zredagować	to edit	editor proofreading text
streścić	to summarize	student summarizing notes
zinterpretować	to interpret	
zakwestionować	to question	
obalić	to overthrow	topple government
zbagatelizować	to downplay	
wyolbrzymić	to exaggerate	
przecenić	to overestimate	
niedocenić	to underestimate	
docenić	to appreciate	
uwzględnić	to include	
pominąć	to skip	person skipping page
wyodrębnić	to extract	extract data
scharakteryzować	to characterize	
zilustrować	to illustrate	illustrate problem
zobrazować	to depict	depict situation
odzwierciedlać	to reflect	
świadczyć o	to testify about	
sugerować	to suggest	
implikować	to imply	
wykluczać	to exclude	
dopuszczać	to permit	
warunkować	to condition	
determinować	to determine	
czaszka	skull	human skull
kark	nape, back of the neck	back of neck
biodro	hip	human hip
podudzie	shank	lower leg
goleń	shin	shin bone
pięta	heel	human heel
pośladek	buttock	buttock close up
lędźwie	loins	lower back pain
łopatka	shoulder	shoulder blade
skroń	temple	human temple
podbródek	chin	human chin
klatka piersiowa	chest	human chest
talia	waist	female waist
pas	crimson	red sash
nadgarstek	wrist	human wrist
pachwina	groin	groin pain
udo	thigh	human thigh
łydka	calf	human calf
przedramię	forearm	human forearm
dłoń	palm, hand	open hand palm
pępek	belly button	belly button
sutek	nipple	human nipple
gardło	throat	human throat
żebra	ribs	human ribs
nerki	kidneys	human kidneys
mięśnie	muscles	human muscles
migrena	migraine	
biegunka	diarrhea	
wymioty	vomiting	
nudności	nausea	
zatrucie	poisoning	food poisoning
słabość	weakness	
kac	hangover	hangover person
nowotwór	tumor	tumor scan
kichanie	sneezing	person sneezing
dreszcze	chills	person with chills
złamanie	fracture	broken arm cast
odcisk	imprint	finger imprint
wapno	calcium carbonate	calcium carbonate powder
opatrunek	dressing	medical bandage
figi	figs	fig fruits
majtki	panties	women's panties
boksery	boxers	men's boxer shorts
kąpielówki	swimming trunks	swimming trunks
podkoszulek	undershirt	white undershirt
pończochy	stockings	stockings on legs
golf	polo neck, turtleneck	turtleneck sweater
kardigan	cardigan	cardigan sweater
żakiet	women's jacket	women's blazer
szlafrok	bathrobe	bathrobe
futro	fur	fur trim
kożuch	sheepskin coat	sheepskin coat
skórzana kurtka	leather jacket	leather jacket
puchowa kurtka	down jacket	puffer jacket
spodnie dresowe	sweatpants	sweatpants
czarne dżinsy rurki	black skinny jeans	black skinny jeans
bluzka na ramiączkach	a blouse with straps	spaghetti strap blouse
wełniany szalik	woolen scarf	wool scarf
komin	chimney	chimney on roof
bejsbolówka	baseball cap	baseball cap
ciuchy	clothes, togs	pile of clothes
japonki	flip-flops	flip flops on beach
klapki	flip-flops, slippers	house slippers
ciepłe kapcie	warm slippers	warm slippers
sandały	sandals	sandals
kozaki	boots	winter boots
trampki	sneakers	white sneakers
tenisówki	tennis shoes	tennis shoes
sportowe buty	sports shoes	sports shoes
czółenka	pumps	women's pumps
buty na obcasach	high-heeled shoes	high heel shoes
obrączka	wedding ring	wedding ring
wisiorek	pendant	silver pendant
łańcuszek	chain	gold chain necklace
kolczyki	earrings	silver earrings
kieszeń	pocket	shirt pocket
kołnierzyk	collar	shirt collar
rękawy	sleeves	shirt sleeves
nogawki	legs	pants legs
suwak	slider	zipper slider
podeszwa	sole	shoe sole
parasol	umbrella	umbrella
ryż	rice	bowl of rice
makaron	pasta	plate of pasta
kasza	groats	groats in bowl
kanapka	sandwich	ham sandwich
ciastko	cookie	cookie on plate
lody	ice-cream	ice cream cone
czekolada	chocolate	chocolate bar
cukierek	candy	wrapped candy
dżem	jam	jar of jam
pomidor	tomato	red tomato
ogórek	cucumber	fresh cucumber
marchewka	carrot	carrot on table
cebula	onion	onion bulb
czosnek	garlic	garlic cloves
kapusta	cabbage	cabbage head
sałata	lettuce	head of lettuce
banan	banana	banana
pomarańcza	orange	orange fruit
gruszka	pear	pear fruit
śliwka	plum	plum fruit
truskawka	strawberry	strawberry
malina	raspberry	raspberries
winogrono	grape	grape
orzech	nut	nut on table
cytryna	lemon	lemon on table
woda mineralna	mineral water	bottle of mineral water
woda gazowana	carbonated water	glass of sparkling water
lemoniada	lemonade	glass of lemonade
kompot	compote	glass of fruit compote
napój	drink	soft drink in glass
wódka	vodka	vodka bottle
szampan	champagne	champagne bottle
koktajl	cocktail	cocktail in glass
kakao	cocoa	cup of cocoa
gorąca czekolada	hot chocolate	cup of hot chocolate
kroić	to cut	person cutting bread
smażyć	to fry	person frying fish
piec	to bake	person baking cake
mieszać	to mix	person stirring soup
przepis	recipe	recipe on paper
składnik	component	cooking ingredient
przyprawa	seasoning	ground seasoning spice
pieprz	pepper	black pepper
olej	oil	bottle of cooking oil
ocet	vinegar	bottle of vinegar
mąka	flour	bag of flour
ciasto	cake	cake on plate
piekarnik	oven	kitchen oven
wrzątek	boiling water	boiling water
kasa	cash register	cash register
koszyk	basket	shopping basket
wózek	cart	shopping cart
promocja	special offer	
wyprzedaż	sale	store sale sign
zniżka	discount	
paragon	receipt	shopping receipt
reklamacja	complaint	
rozmiar	size	
przymierzalnia	dressing room	dressing room
centrum handlowe	shopping mall	shopping mall
targ	market	outdoor market
bluzka	blouse	red blouse
koszulka	t-shirt	t shirt
marynarka	blazer	men blazer
garnitur	suit	business suit
krawat	tie	tie on shirt
pasek	belt	leather belt
torebka	bag	handbag
portfel	wallet	wallet
biżuteria	jewelry	jewelry
pierścionek	ring	ring
naszyjnik	necklace	necklace
piżama	pajamas	pajamas
bielizna	underwear	underwear
zegarek	watch	wristwatch
mieszkanie	apartment	apartment building
balkon	balcony	apartment balcony
piwnica	basement	basement room
strych	attic	attic room
schody	stairs	stairs
korytarz	corridor	hallway corridor
dach	roof	house roof
brama	gate	metal gate
płot	fence	garden fence
garaż	garage	house garage
meble	furniture	living room furniture
dywan	rug	area rug
zasłony	drapes	window curtains
poduszka	pillow	bed pillow
koc	blanket	blanket
lustro	mirror	mirror
sprzątać	to clean	cleaning room
odkurzać	to vacuum	vacuuming carpet
zmywać	to do the dishes	washing dishes
prać	to wash	washing clothes
prasować	to iron	ironing shirt
ścierka	cloth	cleaning cloth
miotła	broom	broom
odkurzacz	vacuum cleaner	vacuum cleaner
pralka	washing machine	washing machine
zmywarka	dishwasher	dishwasher
śmieci	garbage	garbage bags
kosz	bin	trash bin
mydło	soap	bar of soap
ręcznik	towel	bath towel
sekunda	second	
kwadrans	quarter of an hour	
punktualnie	on time	
spóźnić się	to be late	
wcześnie	early	
późno	late	
zegar	clock	wall clock
budzik	alarm clock	alarm clock
doba	twenty-four hours	
poniedziałek	Monday	
wtorek	Tuesday	
środa	Wednesday	
czwartek	Thursday	
piątek	Friday	
sobota	Saturday	
niedziela	Sunday	
styczeń	January	
luty	February	
marzec	March	March calendar page
kwiecień	April	April calendar page
maj	May	May calendar page
czerwiec	June	June calendar page
lipiec	July	July calendar page
sierpień	August	August calendar page
wrzesień	September	September calendar page
październik	October	October calendar page
listopad	November	November calendar page
grudzień	December	December calendar page
data	date	calendar date
urodziny	birthday	birthday cake
święto	holiday	public holiday
rocznica	anniversary	wedding anniversary
weekend	weekend	weekend getaway
wiosna	spring	spring flowers
lato	summer	summer beach
jesień	autumn	autumn leaves
zima	winter	winter snow
trzy	three	three cats
cztery	four	four apples
pięć	five	five apples
sześć	six	six apples
siedem	seven	seven apples
osiem	eight	eight apples
dziewięć	nine	nine apples
dziesięć	ten	ten apples
sto	hundred	hundred dollars
tysiąc	thousand	thousand dollars
zero	zero	zero dollars
połowa	half	half a cake
ćwierć	quarter	quarter liter bottle
tuzin	dozen	dozen eggs
procent	percent	
fioletowy	purple	purple backpack
granatowy	navy	navy coat
beżowy	beige	beige sweater
srebrny	silver	silver watch
złoty	golden	gold ring
jasny	bright	
ciemny	dark	dark room
kolorowy	colorful	colorful scarf
odcień	hue	
koło	wheel	wheel
kwadrat	square	square shape
trójkąt	triangle	triangle shape
prostokąt	rectangle	rectangle shape
owal	oval	oval shape
linia	line	drawn line
kąt	corner	corner of a room
okrągły	round	round table
kwadratowy	square	square table
płaski	flat	flat stone
ostry	spicy	spicy soup
jasne	sure, clear	
zgadza się	that's right	
nie wiem	i don't know	
moim zdaniem	in my opinion	
na przykład	for example	
w porządku	all right	
to zależy	it depends	
dezynwoltura	nonchalance	
nonszalancja	casualness	
pieczołowitość	care	
skrupuły	scruple	
sumienność	conscientiousness	
rzetelność badawcza	research reliability	
dociekanie	inquiry	
rozterka	indecision	
dylemat	fix	
rozdźwięk	discord	
niesnaski	friction	
waśń	feud	
zatarg	conflict	
polemika	polemics	
dysputa	debate	
dygresja	digression	
wywód	line of argument	
przewód myślowy	thought conduit	
konkluzja	conclusion	
puenta	punch line	
morał	moral	
sentencja	sentence	
aforyzm	aphorism	
truizm	truism	
banał	banality	
frazes	cliche	
eufemizm	euphemism	
hiperbola	hyperbole	
oksymoron	oxymoron	
peryfraza	periphrasis	
archaizm	archaism	
neologizm	neologism	
zapożyczenie	borrowing	
kalka językowa	linguistic tracing paper	
idiom	idiom	
frazeologizm	phraseology	
składnia zdania	sentence syntax	
stylistyka	stylistics	
patos	pathos	
groteska	grotesque	
pastisz	pastiche	
parodia	parody	
satyra	satire	
kpina	mockery	
drwina	derision	
szyderstwo	sneer	
uszczypliwość	causticity	
złośliwość	malice	
przytyk	dig, jibe	
docinek	jeer	
enigmatyczny	enigmatic	
lakoniczny	curt	
rozwlekły	wordy	
zawiły	intricate	
pokrętny	twisting	
mglisty	foggy	foggy morning
dosłowny	literal	
przenośny	portable	portable backpack
kunsztowny	ingenious	
wyszukany	sophisticated	
wykwintny	exquisite	gourmet dinner
wystawny	sumptuous	lavish ball
skromny w formie	modest in form	
oszczędny w słowach	sparing in words	
dobitny	distinct	
sugestywny	suggestive	suggestive expression
przejmujący	poignant	poignant movie scene
wzruszający	moving	moving story scene
porażający	shocking	shocking sight
druzgocący	crushing	crushing defeat
miażdżący	overwhelming	landslide victory
niepodważalny	indisputable	court evidence
niezbity	irrefutable	factual evidence
poszlakowy	circumstantial	circumstantial evidence
znamienny	telling, characteristic	telling gesture
osobliwy w formie	peculiar in form	peculiar artwork
przewrotny w zamyśle	perverse in concept	
przenikliwy	penetrating	piercing gaze
nieodparty	irresistible	irresistible charm
nieuchronny	inevitable	
nieunikniony	unavoidable	
nadrzędny	overriding	
podrzędny	subordinate	subordinate room
nadobowiązkowy	optional	optional meeting
obligatoryjny	obligatory	mandatory course
fakultatywny	elective	elective class
doraźny	ad hoc	temporary plan
prowizoryczny	provisional	makeshift table
zaimprowizowany	improvised	improvised performance
premedytacja	premeditation	
zaniechanie	failure	
przewinienie	misconduct	
uchybienie	lapse	
niedopatrzenie	oversight	
przeoczenie	slip	
zaległość	arrear	unpaid bills
nadwyżka	surplus	food surplus
niedobór	deficiency	empty milk shelf
deficyt	deficit	budget deficit
posucha	drought	drought field
skwar	scorcher	scorching heat
zawierucha	turmoil	
zaduch	stuffiness	stuffy room
rześkość	vigor	
przymrozek	ground frost	frosty ground
odwilż	thaw	winter thaw
posępny	sombre	
ponury	gloomy	gloomy day
markotny	moody	
strapiony	distressed	distressed woman
udręczony	tormented	tormented man
rozanielony	blissful	blissful mother
uradowany	rejoicing	joyful person
rześki	brisk	
krzepki	robust	robust elderly man
wątły	frail	frail elderly person
mizerny	haggard	haggard face
rosły	they grew	
zwinny	agile	agile cat
rozłożysty	wide-spreading	wide spreading oak tree
bujny	lush	lush garden plants
jałowy	barren	barren land
urodzajny	fertile	fertile soil
nadmienić mimochodem	to mention in passing	
roztrząsać	to discuss	
dociekać	to investigate	
dowodzić tezy	prove a thesis	
utrzymywać stanowisko	maintain a position	
podtrzymać	to maintain	
uchylić	to repeal	
zawiesić	to suspend	
umorzyć	to cancel	
zasądzić	to judge	
odwlekać	to procrastinate	
zaniechać działań	refrain from taking action	
wzbraniać się	to refrain	
napomknąć	to hint	
przemilczeć	to pass over in silence	
zataić	to conceal	
wyjawić	to disclose	
ujawnić	to reveal	hidden evidence revealed
zdemaskować	to expose	criminal exposed by journalist
piętnować	to stigmatize	
gloryfikować	to glorify	
deprecjonować	to depreciate	
nobilitować	to ennoble	
uwiarygodnić	to make it credible	police evidence photo
zdyskredytować	to discredit	discredited man portrait
dyrektor	headmaster, director	school principal office
klasa	class	classroom of students
świadectwo	certificate	school certificate diploma
przedmiot	item	school subject textbook
matematyka	mathematics	
historia	history	
geografia	geography	
biologia	biology	
chemia	chemistry	
fizyka	physics	
ferie	school holidays	winter school holiday
dzwonek	bell	school bell
stołówka	cafeteria	school cafeteria
boisko	sports pitch	sports field
wydział	faculty	university faculty building
semestr	term	
sesja	session	
stypendium	scholarship	
akademik	dormitory	dormitory room
rektor	rector	university rector
dziekan	dean	dean office
praca magisterska	master's thesis	master's thesis
licencjat	bachelor degree	
doktorat	doctorate	doctoral degree
ławka	bench	classroom bench
projektor	projector	projector on ceiling
gąbka	sponge	yellow sponge
podręcznik	manual	textbook on desk
słownik	dictionary	dictionary book
obecność	presence	
skupienie	focusing	
motywacja	motivation	
powtórka	repeat	
fiszka	index card	index card
streszczenie	summary	book summary
pamięć	memory	
postęp	progress	
nawyk	habit	
kolega z pracy	a colleague from work	coworker at office
nadgodziny	overtime	
urlop	vacation	
zwolnienie	sick leave	sick leave certificate
pensja	salary	
awans	promotion	
rozmowa kwalifikacyjna	interview	
stanowisko	position	
dział	department	
sekretarka	secretary	female office secretary
konferencja	conference	business conference
agenda	agenda	
uczestnik	participant	conference attendee
prowadzący	leading	
wniosek	conclusion, motion	
ustalenia	arrangements	
telekonferencja	teleconference	video conference
zaproszenie	invitation	wedding invitation
podsumowanie	summary	
inwestycja	investment	
budżet	budget	
koszt	cost	
dochód	income	
akcje	shares	stock market shares
marka	mark	shoe brand logo
strategia	strategy	
dostawca	supplier	delivery supplier
magazyn	warehouse	warehouse shelves
waluta	currency	currency exchange
kurs	course	
przelew	transfer	
bankomat	atm	ATM machine
odsetki	interest	
pożyczka	loan	
rata	installment	
emerytura	pension	
ubezpieczenie	insurance	
inflacja	inflation	
laptop	laptop	laptop computer
monitor	monitor	computer monitor
dysk	disk	computer hard drive
procesor	processor	computer processor chip
system	system	
folder	folder	computer folder icon
kliknąć	to click	computer mouse click
zainstalować	to install	installing software
aktualizacja	update	phone software update
link	link	web link icon
e-mail	email	
logowanie	login	
wirus	virus	computer virus
bezpieczeństwo	security	
media społecznościowe	social media	social media icons
komentarz	comment	online comment
sms	text message	text message on phone
rozmowa	conversation	
kontakt	contact	
tryb cichy	silent mode	silent mode icon
ekran dotykowy	touch screen	touchscreen tablet
zasięg	signal, range	
abonament	subscription	
ikona	icon	app icon
blokada	blockade	road blockade
algorytm	algorithm	
obiekt	object	computer object
metoda	method	
biblioteka programistyczna	programming library	
kompilator	compiler	compiler window
wersja	version	software version number
repozytorium	repository	code repository
składnia	syntax	
typ	type	
plansza	board	board game board
pionek	pawn	board game pawn
rzut	throw	throwing a ball
konsola	console	game console
zwycięstwo	victory	
porażka	defeat	
gol	goal	soccer goal
rzut karny	penalty kick	penalty kick soccer
remis	draw	
zwycięzca	winner	sports winner medal
przeciwnik	opponent	soccer opponent
kort	court	tennis court
basen	swimming pool	swimming pool
rakieta	rocket	rocket launch
przysiad	squat	person doing squat
pompka	pump	exercise push-up
sztanga	barbells	barbell weightlifting
hantle	dumbbells	dumbbells
bieżnia	treadmill	running treadmill
rozciąganie	stretching	stretching exercise
kondycja	fitness	
wytrzymałość	resilience	
kalorie	calories	
aktorka	actress	female movie actress
seans	showing	movie screening
napisy	writings	
lektor	lector	
gatunek	species	
komedia	comedy	comedy movie
dramat	drama	drama movie
horror	horror	horror movie
animacja	animation	animated movie
premiera	premiere	movie premiere red carpet
melodia	melody	music melody notes
rytm	rhythm	drum rhythm pattern
nuta	note	musical note symbol
tekst piosenki	lyrics	song lyrics page
album	album	music album cover
chór	choir	church choir singing
dyrygent	conductor	orchestra conductor
festiwal	festival	music festival crowd
taniec	dance	dance performance
wydawnictwo	publishing house	publishing house office
tłumaczenie	translation	translated book page
egzemplarz	copy	book copy on shelf
bohater	hero, protagonist	story hero character
fabuła	plot	
zakładka	tab	book bookmark
literatura	literature	
poezja	poetry	
recenzja	review	movie review notebook
kolekcja	collection	stamp collection album
majsterkowanie	diy	DIY tools garage
joga	yoga	yoga pose mat
medytacja	meditation	meditation session
planszówki	board games	board games table
origami	origami	paper origami crane
przyroda	nature	nature scene
krajobraz	landscape	landscape view
środowisko	environment	
powietrze	air	fresh air
ogień	fire	burning fire
ziemia	earth	soil ground
kamień	stone	stone on road
błoto	mud	mud on road
strumień	stream	forest stream
wodospad	waterfall	waterfall
łąka	meadow	flower meadow
pustynia	desert	desert landscape
wulkan	volcano	volcano eruption
kwitnąć	to bloom	blooming flowers
sadzić	to plant	planting trees
podlewać	to water	watering flowers
zioło	herb	fresh herb
pokrzywa	nettle	nettles in garden
mniszek	dandelion	dandelion flower
kaktus	cactus	cactus plant
bluszcz	ivy	ivy on wall
pąk	pitch	plant bud
jak się nazywasz	what's your name	
mam na imię	my name is	
skąd jesteś	where are you from	
jestem z Polski	i'm from Poland	
ile masz lat	how old are you	
gdzie mieszkasz	where do you live	
czym się zajmujesz	what do you do?	
miło cię poznać	nice to meet you	
mówię po polsku	I speak Polish	
nie mówię po polsku	i don't speak Polish	
czy mówisz po angielsku	do you speak English	
nie rozumiem	i don't understand	
czy możesz powtórzyć	can you repeat that	
mów wolniej	speak slower	
co to znaczy	what does it mean	
jak to powiedzieć po polsku	how to say it in Polish	
jak się to pisze	how do you spell it	
nie jestem pewien	i'm not sure	
chyba tak	I think so	
raczej nie	i don't think so	
zgadzam się	I agree	
nie zgadzam się	I disagree	
masz rację	you're right	
to prawda	that's true	
to nieprawda	it's not true	
nie szkodzi	never mind	
nie ma problemu	no problem	
nie ma sprawy	no worries	
z przyjemnością	with pleasure	
niestety nie	unfortunately not	
może innym razem	maybe another time	
trudno powiedzieć	it's hard to say	
nie mam pojęcia	I have no idea	
kto wie	who knows	
mam nadzieję	i hope	
obawiam się	i'm afraid	
przykro mi	i'm sorry	
cieszę się	i'm glad	
trzymam kciuki	fingers crossed	fingers crossed hand gesture
trzymaj się	take care	person waving goodbye
miłego dnia	have a nice day	
do usłyszenia	speak soon	phone call goodbye
daj mi znać	let me know	person texting on phone
zadzwoń do mnie	call me	person making phone call
napisz do mnie	text me	person sending text message
zaraz wracam	be right back	person returning home
muszę już iść	I have to go now	person leaving work
do zobaczenia jutro	see you tomorrow	two people saying goodbye
sto lat	happy birthday	
wesołych świąt	happy Christmas	christmas greeting card
szczęśliwego nowego roku	happy new year	new year greeting card
szerokiej drogi	have a nice trip	person traveling by car
co u ciebie	how are things	
wszystko w porządku	everything's all right	
nie najlepiej	not the best	
jestem zmęczony	i'm tired	
jestem głodny	i'm hungry	
chce mi się pić	i'm thirsty	
źle się czuję	i feel bad	
boli mnie głowa	I have a headache	
boli mnie brzuch	my stomach hurts	
potrzebuję lekarza	I need a doctor	
zadzwoń po pogotowie	call an ambulance	
czy mogę prosić o pomoc	could you please help me	
czy możesz mi pomóc	can you help me	
potrzebuję pomocy	I need help	
czy mogę pomóc	can I help?	
ile to kosztuje	how much is it	
to za drogie	it's too expensive	
czy mogę zapłacić kartą	can I pay by card	
czy mogę dostać paragon	can I get a receipt	
czy mogę przymierzyć	can I try it on?	
czy jest w innym rozmiarze	is it available in a different size?	
gdzie jest kasa	where is the cash register	
poproszę rachunek	i would like the bill, please	
czy jest wolny stolik	is there a free table?	
poproszę wodę	i'd like some water, please	
na wynos	to take away	
na miejscu	on site	takeout food packaging
jestem wegetarianinem	I am a vegetarian	
jestem uczulony	i'm allergic	person with allergic reaction
czy to jest ostre	is it spicy	spicy chili pepper
gdzie jest toaleta	where is the restroom	public restroom sign
gdzie jest najbliższy sklep	where is the nearest store	storefront on street
jak dojść do centrum	how to get to the center	
jak dojechać na dworzec	how to get to the station	
czy to daleko	is it far	
idź prosto	go straight	person walking straight
skręć w lewo	turn left	turn left sign
skręć w prawo	turn right	turn right sign
po lewej stronie	on the left side	left side of street
po prawej stronie	on the right side	right side of street
zgubiłem się	i got lost	lost tourist street
czy mogę prosić o mapę	can I have a map please?	city map in hand
ile to zajmie	how long will it take	
która jest godzina	what time is it	
o której godzinie	what time	
za pięć minut	in five minutes	
za godzinę	per hour	
w przyszłym tygodniu	next week	
w zeszłym tygodniu	last week	
w tym roku	this year	
od czasu do czasu	from time to time	
przez cały dzień	all day long	
co drugi dzień	every other day	
jak najszybciej	as soon as possible	
nie mam czasu	i don't have time	
czy jest wolny pokój	is there a room available	empty hotel room
chciałbym zarezerwować	I would like to book	
na jedną noc	for one night	hotel room one night
o której jest śniadanie	what time is breakfast	
gdzie mogę zostawić bagaż	where can I leave my luggage	airport luggage storage
mój lot jest opóźniony	my flight is delayed	delayed airplane flight
zgubiłem bagaż	i lost my luggage	lost luggage airport
ile kosztuje bilet	how much is the ticket	
bilet w jedną stronę	a one-way ticket	one-way ticket
bilet w dwie strony	round-trip ticket	round-trip ticket
o której odjeżdża pociąg	what time does the train leave	
z którego peronu	from which platform	
czy to miejsce jest wolne	is this place free	empty train seat
mam pytanie	I have a question	
czy możemy się spotkać	can we meet?	
zaraz to sprawdzę	i'll check it out soon	
wrócę do ciebie	i will come back to you	
zgodnie z planem	according to plan	
w miarę możliwości	as much as possible	
podoba mi się	I like it	
nie podoba mi się	i don't like it	
według mnie	in my view	
z jednej strony	on the one hand	
z drugiej strony	on the other hand	
przede wszystkim	above all	
poza tym	apart from that	
to znaczy	meaning	
innymi słowy	in other words	
krótko mówiąc	in short	
tak czy inaczej	one way or another	
w każdym razie	anyway	
bez wątpienia	without a doubt	
co więcej	what's more	
mimo to	even so	
rzecz jasna	naturally	
że tak powiem	so to speak	
o ile wiem	as far as I know	
ściśle rzecz biorąc	strictly speaking	
w gruncie rzeczy	in fact	
na dobrą sprawę	when it comes down to it	
biorąc pod uwagę	taking into account	
w związku z tym	in connection with	
zwracam się z prośbą	i am asking you	
z góry dziękuję	thank you in advance	
z poważaniem	kind regards	
nie martw się	don't worry	
tak mi wstyd	i'm so ashamed	
czy mógłby mi pan pomóc	could you help me?	
cześć	hi	
dzień dobry	good morning	
dobry wieczór	good evening	
dobranoc	good night	
do widzenia	goodbye	
do zobaczenia	see you	
na razie	for now	
proszę	please	
dziękuję	thank you	
przepraszam	sorry	
nie ma za co	you're welcome	
miło mi	nice to meet you	
jak się masz	how are you	
co słychać	what's up	
powodzenia	good luck	
na zdrowie	cheers	
smacznego	enjoy your meal	
wszystkiego najlepszego	all the best	
witaj	hello	
nazywać się	to be called	
imię	name	
nazwisko	last name	
wiek	age	
pochodzić	to come from	
mieszkać	to live	person living in apartment
narodowość	nationality	passport with nationality
przedstawiać	to present	
skąd	from where	
obcokrajowiec	foreigner	foreign person
kawaler	single	single man
żonaty	married	married man
zamężna	married (woman)	married woman
osoba	person	person standing
ludzie	people	group of people
chłopiec	boy	young boy
dziewczyna	girl	young girl
chłopak	boy, boyfriend	young couple
pan	you	
pani	madam, Mrs	
dorosły	adult	adult person
nastolatek	teenager	teenager standing
niemowlę	baby	baby crying
starszy	senior	older man
tłum	crowd	large crowd
gość	guest	house guest
mieszkaniec	inhabitant	city resident
sąsiad	neighbor	neighbor next door
żona	wife	wife and husband
mąż	husband	husband at work
babcia	grandmother	grandmother baking
dziadek	grandpa	grandfather reading
wnuk	grandchild	grandchild smiling
wnuczka	granddaughter	granddaughter smiling
ciocia	aunt	aunt with niece
wujek	uncle	uncle with nephew
kuzyn	cousin	cousins together
siostrzenica	niece	niece with aunt
bratanek	nephew	nephew on bicycle
teść	father-in-law	father-in-law portrait
teściowa	mother-in-law	mother-in-law portrait
rodzice	parents	parents with child
rodzeństwo	siblings	siblings together
bliźniak	twin	twin brothers
krewny	relative	family relative portrait
chrzestny	cartilaginous	
miłość	love	
przyjaźń	friendship	
związek	relationship	
para	couple	couple dancing
narzeczony	fiancé	engaged couple
ślub	wedding	wedding ceremony
wesele	wedding reception	wedding reception
rozwód	divorce	
randka	date	romantic date
zaufanie	trust	
kłótnia	quarrel	couple arguing
znajomy	acquaintance	acquaintance portrait
kolega	friend (male)	male friend
koleżanka	girlfriend	female friend
tęsknić	to miss you	
całować	to kiss	people kissing
przytulać	to hug	people hugging
obietnica	promise	
uprzejmy	polite	
grzeczny	well-behaved	well behaved child
nieśmiały	shy	shy girl
pewny siebie	confident	confident person
leniwy	lazy	lazy cat
pracowity	hard-working	hard working woman
mądry	wise	
głupi	stupid	
uczciwy	honest	
cierpliwy	patient	
hojny	generous	generous person
skąpy	stingy	stingy man
odważny	bold	bold woman
tchórzliwy	cowardly	cowardly man
spokojny	calm	calm person
nerwowy	nervous	nervous person
towarzyski	social	social person
samolubny	selfish	
wierny	loyal	loyal dog
radość	joy	
smutek	sadness	
strach	fear	
złość	anger	
nadzieja	hope	
zazdrość	jealousy	
duma	pride	
wstyd	shame	
zaskoczenie	surprise	
ulga	relief	
spokój	composure	
stres	stress	
nastrój	mood	
uczucie	feeling	
zdenerwowany	upset	upset person
podekscytowany	excited	excited person
rozczarowany	disappointed	disappointed person
wdzięczny	grateful	grateful person
szczupły	slim	slim man
łysy	bald	bald man
broda	beard	long beard
wąsy	moustache	man with moustache
okulary	glasses	reading glasses
blondynka	blonde	blonde woman
brunetka	brunette	brunette woman
kręcony	curly	curly hair
prosty	simple	
wzrost	growth	
waga	libra	weighing scale
przystojny	handsome	handsome man
elegancki	elegant	elegant coat
tatuaż	tattoo	tattoo on arm
piegi	freckles	freckles on nose
blizna	scar	scar on forehead
zjawisko	phenomenon	
tendencja	tendency	
skłonność	inclination	
cecha	characteristic	
właściwość	property	
zależność	dependence	
związek przyczynowy	causal relationship	
konsekwencja	consequence	
skutek	effect	
przyczyna	cause	
okoliczność	fact	
kontekst	context	
aspekt	aspect	
kwestia	issue	
zagadnienie	topic, problem	
dziedzina	field, domain	business field
zakres	range	work scope
granica możliwości	the limit of possibilities	
kryterium	criterion	
norma	standard	
zasada działania	principle of operation	
metoda badawcza	research method	
analiza	analysis	
synteza	synthesis	
wniosek końcowy	final conclusion	
hipoteza	hypothesis	
teoria	theory	
dowód	evidence	court evidence
argument	argument	
kontrargument	counterargument	
przesada	exaggeration	
uproszczenie	simplification	
uogólnienie	generalization	
szczegół	detail	small detail
niuans	nuance	
odcień znaczenia	shade of meaning	
dwuznaczność	ambiguity	
jednoznaczny	unequivocal	
niejasny	unclear	
zrozumiały	understandable	
przekonujący	convincing	
wątpliwy	doubtful	
prawdopodobny	likely	
nieprawdopodobny	incredible	
oczywisty	obvious	
zaskakujący	surprising	
nieoczekiwany	unexpected	
przewidywalny	predictable	
niezawodny	reliable	reliable wristwatch
zawodny	unreliable	broken smartphone
skuteczny	effective	effective solution
